,station_no,date,discharge,water_level,year,month,day
92921,1,1976-06-25,1050.0,68.0,1976,6,25
92922,1,1976-06-26,1030.0,61.0,1976,6,26
92923,1,1976-06-27,1020.0,53.0,1976,6,27
92924,1,1976-06-28,985.0,48.0,1976,6,28
92925,1,1976-06-29,945.0,44.0,1976,6,29
92926,1,1976-06-30,921.0,38.0,1976,6,30
92927,1,1976-07-01,903.0,33.0,1976,7,1
92928,1,1976-07-02,875.0,31.0,1976,7,2
92929,1,1976-07-03,850.0,30.0,1976,7,3
92930,1,1976-07-04,840.0,29.0,1976,7,4
92931,1,1976-07-05,835.0,25.0,1976,7,5
92932,1,1976-07-06,830.0,20.0,1976,7,6
92933,1,1976-07-07,810.0,18.0,1976,7,7
92934,1,1976-07-08,785.0,20.0,1976,7,8
92935,1,1976-07-09,775.0,24.0,1976,7,9
92936,1,1976-07-10,785.0,23.0,1976,7,10
92937,1,1976-07-11,805.0,26.0,1976,7,11
92938,1,1976-07-12,800.0,33.0,1976,7,12
92939,1,1976-07-13,815.0,36.0,1976,7,13
92940,1,1976-07-14,850.0,36.0,1976,7,14
92941,1,1976-07-15,865.0,37.0,1976,7,15
92942,1,1976-07-16,865.0,39.0,1976,7,16
92943,1,1976-07-17,870.0,40.0,1976,7,17
92944,1,1976-07-18,880.0,49.0,1976,7,18
92945,1,1976-07-19,885.0,41.0,1976,7,19
92946,1,1976-07-20,926.0,67.0,1976,7,20
92947,1,1976-07-21,890.0,93.0,1976,7,21
92948,1,1976-07-22,1010.0,102.0,1976,7,22
92949,1,1976-07-23,1150.0,107.0,1976,7,23
92950,1,1976-07-24,1200.0,115.0,1976,7,24
92951,1,1976-07-25,1230.0,125.0,1976,7,25
92952,1,1976-07-26,1280.0,120.0,1976,7,26
92953,1,1976-07-27,1330.0,129.0,1976,7,27
92954,1,1976-07-28,1310.0,189.0,1976,7,28
92955,1,1976-07-29,1350.0,215.0,1976,7,29
92956,1,1976-07-30,1730.0,194.0,1976,7,30
92957,1,1976-07-31,1910.0,167.0,1976,7,31
92958,1,1976-08-01,1770.0,150.0,1976,8,1
92959,1,1976-08-02,1590.0,135.0,1976,8,2
92960,1,1976-08-03,1480.0,138.0,1976,8,3
92961,1,1976-08-04,1390.0,128.0,1976,8,4
92962,1,1976-08-05,1410.0,120.0,1976,8,5
92963,1,1976-08-06,1350.0,108.0,1976,8,6
92964,1,1976-08-07,1310.0,99.0,1976,8,7
92965,1,1976-08-08,1240.0,93.0,1976,8,8
92968,1,1976-08-27,860.0,33.0,1976,8,27
92969,1,1976-08-28,850.0,34.0,1976,8,28
92970,1,1976-08-29,850.0,33.0,1976,8,29
92971,1,1976-08-30,855.0,29.0,1976,8,30
92972,1,1976-08-31,850.0,35.0,1976,8,31
92973,1,1976-09-01,830.0,44.0,1976,9,1
92974,1,1976-09-02,860.0,53.0,1976,9,2
92975,1,1976-09-03,903.0,56.0,1976,9,3
92976,1,1976-09-04,945.0,54.0,1976,9,4
92977,1,1976-09-05,960.0,60.0,1976,9,5
92978,1,1976-09-06,950.0,60.0,1976,9,6
92979,1,1976-09-07,980.0,53.0,1976,9,7
92980,1,1976-09-08,980.0,48.0,1976,9,8
92981,1,1976-09-09,945.0,55.0,1976,9,9
92982,1,1976-09-10,921.0,57.0,1976,9,10
92983,1,1976-09-11,955.0,62.0,1976,9,11
92984,1,1976-09-12,965.0,68.0,1976,9,12
92985,1,1976-09-13,990.0,66.0,1976,9,13
92986,1,1976-09-14,1020.0,62.0,1976,9,14
92987,1,1976-09-15,1010.0,66.0,1976,9,15
92988,1,1976-09-16,990.0,102.0,1976,9,16
92989,1,1976-09-17,1010.0,127.0,1976,9,17
92990,1,1976-09-18,1200.0,135.0,1976,9,18
92991,1,1976-09-19,1340.0,130.0,1976,9,19
92992,1,1976-09-20,1390.0,116.0,1976,9,20
92993,1,1976-09-21,1360.0,104.0,1976,9,21
92994,1,1976-09-22,1290.0,92.0,1976,9,22
92995,1,1976-09-23,1210.0,85.0,1976,9,23
92996,1,1976-09-24,1140.0,80.0,1976,9,24
92997,1,1976-09-25,1100.0,74.0,1976,9,25
92998,1,1976-09-26,1080.0,74.0,1976,9,26
92999,1,1976-09-27,1050.0,79.0,1976,9,27
93000,1,1976-09-28,1050.0,84.0,1976,9,28
93001,1,1976-09-29,1070.0,80.0,1976,9,29
93002,1,1976-09-30,1100.0,80.0,1976,9,30
93003,1,1976-10-01,1080.0,83.0,1976,10,1
93004,1,1976-10-02,1080.0,77.0,1976,10,2
93005,1,1976-10-03,1090.0,76.0,1976,10,3
93006,1,1976-10-04,1060.0,82.0,1976,10,4
93007,1,1976-10-05,1060.0,80.0,1976,10,5
93008,1,1976-10-06,1090.0,87.0,1976,10,6
93009,1,1976-10-07,1080.0,92.0,1976,10,7
93010,1,1976-10-08,1110.0,90.0,1976,10,8
93011,1,1976-10-09,1140.0,83.0,1976,10,9
93012,1,1976-10-10,1130.0,78.0,1976,10,10
93013,1,1976-10-11,1090.0,82.0,1976,10,11
93014,1,1976-10-12,1070.0,81.0,1976,10,12
93015,1,1976-10-13,1090.0,81.0,1976,10,13
93016,1,1976-10-14,1080.0,84.0,1976,10,14
93017,1,1976-10-15,1080.0,84.0,1976,10,15
93018,1,1976-10-16,1100.0,86.0,1976,10,16
93019,1,1976-10-17,1100.0,86.0,1976,10,17
93020,1,1976-10-18,1110.0,87.0,1976,10,18
93021,1,1976-10-19,1110.0,84.0,1976,10,19
93022,1,1976-10-20,1110.0,83.0,1976,10,20
93023,1,1976-10-21,1100.0,78.0,1976,10,21
93024,1,1976-10-22,1090.0,75.0,1976,10,22
93025,1,1976-10-23,1070.0,66.0,1976,10,23
93026,1,1976-10-24,1050.0,61.0,1976,10,24
93027,1,1976-10-25,1010.0,59.0,1976,10,25
93028,1,1976-10-26,985.0,54.0,1976,10,26
93029,1,1976-10-27,975.0,53.0,1976,10,27
93030,1,1976-10-28,950.0,51.0,1976,10,28
93031,1,1976-10-29,945.0,55.0,1976,10,29
93032,1,1976-10-30,935.0,59.0,1976,10,30
93033,1,1976-10-31,955.0,57.0,1976,10,31
93034,1,1976-11-01,975.0,56.0,1976,11,1
93035,1,1976-11-02,965.0,55.0,1976,11,2
93036,1,1976-11-03,960.0,57.0,1976,11,3
93037,1,1976-11-04,955.0,53.0,1976,11,4
93038,1,1976-11-05,965.0,57.0,1976,11,5
93039,1,1976-11-06,945.0,56.0,1976,11,6
93040,1,1976-11-07,965.0,55.0,1976,11,7
93041,1,1976-11-08,960.0,56.0,1976,11,8
93042,1,1976-11-09,955.0,67.0,1976,11,9
93043,1,1976-11-10,960.0,72.0,1976,11,10
93044,1,1976-11-11,1010.0,76.0,1976,11,11
93045,1,1976-11-12,1040.0,71.0,1976,11,12
93046,1,1976-11-13,1060.0,75.0,1976,11,13
93047,1,1976-11-14,1030.0,73.0,1976,11,14
93048,1,1976-11-15,1050.0,75.0,1976,11,15
93049,1,1976-11-16,1040.0,80.0,1976,11,16
93050,1,1976-11-17,1050.0,81.0,1976,11,17
93051,1,1976-11-18,1080.0,73.0,1976,11,18
93052,1,1976-11-19,1080.0,66.0,1976,11,19
93053,1,1976-11-20,1040.0,60.0,1976,11,20
93054,1,1976-11-21,1010.0,50.0,1976,11,21
93055,1,1976-11-22,980.0,48.0,1976,11,22
93058,1,1976-12-11,2710.0,317.0,1976,12,11
93059,1,1976-12-12,2690.0,300.0,1976,12,12
93060,1,1976-12-13,2690.0,272.0,1976,12,13
93061,1,1976-12-14,2550.0,247.0,1976,12,14
93062,1,1976-12-15,2330.0,226.0,1976,12,15
93063,1,1976-12-16,2140.0,203.0,1976,12,16
93064,1,1976-12-17,1980.0,180.0,1976,12,17
93065,1,1976-12-18,1830.0,165.0,1976,12,18
93066,1,1976-12-19,1680.0,161.0,1976,12,19
93067,1,1976-12-20,1580.0,153.0,1976,12,20
93068,1,1976-12-21,1560.0,146.0,1976,12,21
93069,1,1976-12-22,1500.0,140.0,1976,12,22
93070,1,1976-12-23,1460.0,134.0,1976,12,23
93071,1,1976-12-24,1420.0,128.0,1976,12,24
93072,1,1976-12-25,1380.0,120.0,1976,12,25
93073,1,1976-12-26,1350.0,113.0,1976,12,26
93074,1,1976-12-27,1310.0,104.0,1976,12,27
93075,1,1976-12-28,1270.0,90.0,1976,12,28
93076,1,1976-12-29,1210.0,83.0,1976,12,29
93077,1,1976-12-30,1130.0,77.0,1976,12,30
93078,1,1976-12-31,1090.0,85.0,1976,12,31
93079,1,1977-01-01,1060.0,109.0,1977,1,1
93080,1,1977-01-02,1100.0,122.0,1977,1,2
93081,1,1977-01-03,1240.0,117.0,1977,1,3
93082,1,1977-01-04,1320.0,110.0,1977,1,4
93083,1,1977-01-05,1290.0,106.0,1977,1,5
93084,1,1977-01-06,1250.0,96.0,1977,1,6
93085,1,1977-01-07,1230.0,93.0,1977,1,7
93086,1,1977-01-08,1170.0,93.0,1977,1,8
93087,1,1977-01-09,1150.0,104.0,1977,1,9
93088,1,1977-01-10,1150.0,113.0,1977,1,10
93089,1,1977-01-11,1210.0,114.0,1977,1,11
93090,1,1977-01-12,1270.0,110.0,1977,1,12
93091,1,1977-01-13,1270.0,108.0,1977,1,13
93092,1,1977-01-14,1250.0,104.0,1977,1,14
93093,1,1977-01-15,1240.0,110.0,1977,1,15
93094,1,1977-01-16,1210.0,114.0,1977,1,16
93095,1,1977-01-17,1250.0,110.0,1977,1,17
93096,1,1977-01-18,1270.0,99.0,1977,1,18
93097,1,1977-01-19,1250.0,104.0,1977,1,19
93098,1,1977-01-20,1180.0,102.0,1977,1,20
93099,1,1977-01-21,1210.0,109.0,1977,1,21
93100,1,1977-01-22,1200.0,144.0,1977,1,22
93101,1,1977-01-23,1240.0,236.0,1977,1,23
93102,1,1977-01-24,1440.0,295.0,1977,1,24
93103,1,1977-01-25,2060.0,389.0,1977,1,25
93104,1,1977-01-26,2510.0,490.0,1977,1,26
93105,1,1977-01-27,3310.0,542.0,1977,1,27
93106,1,1977-01-28,4300.0,522.0,1977,1,28
93107,1,1977-01-29,4860.0,472.0,1977,1,29
93108,1,1977-01-30,4640.0,422.0,1977,1,30
93109,1,1977-01-31,4110.0,372.0,1977,1,31
93110,1,1977-02-01,3620.0,326.0,1977,2,1
93111,1,1977-02-02,3160.0,289.0,1977,2,2
93112,1,1977-02-03,2760.0,274.0,1977,2,3
93113,1,1977-02-04,2460.0,286.0,1977,2,4
93114,1,1977-02-05,2350.0,330.0,1977,2,5
93115,1,1977-02-06,2440.0,426.0,1977,2,6
93116,1,1977-02-07,2790.0,488.0,1977,2,7
93117,1,1977-02-08,3660.0,532.0,1977,2,8
93118,1,1977-02-09,4280.0,572.0,1977,2,9
93119,1,1977-02-10,4750.0,604.0,1977,2,10
93120,1,1977-02-11,5200.0,626.0,1977,2,11
93121,1,1977-02-12,5590.0,628.0,1977,2,12
93122,1,1977-02-13,5870.0,591.0,1977,2,13
93123,1,1977-02-14,5890.0,538.0,1977,2,14
93124,1,1977-02-15,5430.0,493.0,1977,2,15
93125,1,1977-02-16,4820.0,459.0,1977,2,16
93126,1,1977-02-17,4330.0,444.0,1977,2,17
93127,1,1977-02-18,3980.0,488.0,1977,2,18
93128,1,1977-02-19,3830.0,592.0,1977,2,19
93129,1,1977-02-20,4280.0,678.0,1977,2,20
93130,1,1977-02-21,5440.0,687.0,1977,2,21
93131,1,1977-02-22,6550.0,654.0,1977,2,22
93132,1,1977-02-23,6680.0,581.0,1977,2,23
93133,1,1977-02-24,6230.0,528.0,1977,2,24
93134,1,1977-02-25,5310.0,484.0,1977,2,25
93135,1,1977-02-26,4710.0,453.0,1977,2,26
93136,1,1977-02-27,4230.0,429.0,1977,2,27
93137,1,1977-02-28,3920.0,400.0,1977,2,28
93138,1,1977-03-01,3690.0,372.0,1977,3,1
93139,1,1977-03-02,3420.0,348.0,1977,3,2
93140,1,1977-03-03,3160.0,335.0,1977,3,3
93141,1,1977-03-04,2940.0,329.0,1977,3,4
93142,1,1977-03-05,2830.0,320.0,1977,3,5
93143,1,1977-03-06,2780.0,303.0,1977,3,6
93144,1,1977-03-07,2710.0,291.0,1977,3,7
93145,1,1977-03-08,2570.0,276.0,1977,3,8
93148,1,1977-03-27,1740.0,195.0,1977,3,27
93149,1,1977-03-28,1730.0,206.0,1977,3,28
93150,1,1977-03-29,1780.0,213.0,1977,3,29
93151,1,1977-03-30,1850.0,209.0,1977,3,30
93152,1,1977-03-31,1900.0,203.0,1977,3,31
93153,1,1977-04-01,1870.0,207.0,1977,4,1
93154,1,1977-04-02,1830.0,226.0,1977,4,2
93155,1,1977-04-03,1860.0,255.0,1977,4,3
93156,1,1977-04-04,1980.0,256.0,1977,4,4
93157,1,1977-04-05,2200.0,248.0,1977,4,5
93158,1,1977-04-06,2210.0,237.0,1977,4,6
93159,1,1977-04-07,2150.0,227.0,1977,4,7
93160,1,1977-04-08,2070.0,216.0,1977,4,8
93161,1,1977-04-09,1990.0,216.0,1977,4,9
93162,1,1977-04-10,1920.0,216.0,1977,4,10
93163,1,1977-04-11,1920.0,212.0,1977,4,11
93164,1,1977-04-12,1920.0,218.0,1977,4,12
93165,1,1977-04-13,1890.0,236.0,1977,4,13
93166,1,1977-04-14,1930.0,281.0,1977,4,14
93167,1,1977-04-15,2060.0,331.0,1977,4,15
93168,1,1977-04-16,2400.0,342.0,1977,4,16
93169,1,1977-04-17,2800.0,321.0,1977,4,17
93170,1,1977-04-18,2890.0,292.0,1977,4,18
93171,1,1977-04-19,2720.0,274.0,1977,4,19
93172,1,1977-04-20,2490.0,271.0,1977,4,20
93173,1,1977-04-21,2350.0,271.0,1977,4,21
93174,1,1977-04-22,2330.0,266.0,1977,4,22
93175,1,1977-04-23,2330.0,272.0,1977,4,23
93176,1,1977-04-24,2290.0,289.0,1977,4,24
93177,1,1977-04-25,2330.0,316.0,1977,4,25
93178,1,1977-04-26,2460.0,327.0,1977,4,26
93179,1,1977-04-27,2680.0,313.0,1977,4,27
93180,1,1977-04-28,2770.0,297.0,1977,4,28
93181,1,1977-04-29,2650.0,296.0,1977,4,29
93182,1,1977-04-30,2530.0,334.0,1977,4,30
93183,1,1977-05-01,2520.0,382.0,1977,5,1
93184,1,1977-05-02,2820.0,388.0,1977,5,2
93185,1,1977-05-03,3250.0,372.0,1977,5,3
93186,1,1977-05-04,3300.0,349.0,1977,5,4
93187,1,1977-05-05,3160.0,335.0,1977,5,5
93188,1,1977-05-06,2950.0,326.0,1977,5,6
93189,1,1977-05-07,2830.0,321.0,1977,5,7
93190,1,1977-05-08,2760.0,316.0,1977,5,8
93191,1,1977-05-09,2720.0,307.0,1977,5,9
93192,1,1977-05-10,2680.0,304.0,1977,5,10
93193,1,1977-05-11,2610.0,299.0,1977,5,11
93194,1,1977-05-12,2580.0,300.0,1977,5,12
93195,1,1977-05-13,2540.0,310.0,1977,5,13
93196,1,1977-05-14,2550.0,323.0,1977,5,14
93197,1,1977-05-15,2630.0,319.0,1977,5,15
93198,1,1977-05-16,2730.0,306.0,1977,5,16
93199,1,1977-05-17,2700.0,291.0,1977,5,17
93200,1,1977-05-18,2600.0,288.0,1977,5,18
93201,1,1977-05-19,2480.0,278.0,1977,5,19
93202,1,1977-05-20,2450.0,267.0,1977,5,20
93203,1,1977-05-21,2380.0,263.0,1977,5,21
93204,1,1977-05-22,2300.0,259.0,1977,5,22
93205,1,1977-05-23,2260.0,257.0,1977,5,23
93206,1,1977-05-24,2230.0,256.0,1977,5,24
93207,1,1977-05-25,2220.0,252.0,1977,5,25
93208,1,1977-05-26,2210.0,246.0,1977,5,26
93209,1,1977-05-27,2180.0,243.0,1977,5,27
93210,1,1977-05-28,2130.0,245.0,1977,5,28
93211,1,1977-05-29,2110.0,241.0,1977,5,29
93212,1,1977-05-30,2120.0,233.0,1977,5,30
93213,1,1977-05-31,2100.0,229.0,1977,5,31
93214,1,1977-06-01,2030.0,226.0,1977,6,1
93215,1,1977-06-02,2000.0,224.0,1977,6,2
93216,1,1977-06-03,1980.0,219.0,1977,6,3
93217,1,1977-06-04,1970.0,213.0,1977,6,4
93218,1,1977-06-05,1930.0,214.0,1977,6,5
93219,1,1977-06-06,1900.0,214.0,1977,6,6
93220,1,1977-06-07,1900.0,213.0,1977,6,7
93221,1,1977-06-08,1900.0,220.0,1977,6,8
93222,1,1977-06-09,1900.0,224.0,1977,6,9
93223,1,1977-06-10,1940.0,226.0,1977,6,10
93224,1,1977-06-11,1970.0,213.0,1977,6,11
93225,1,1977-06-12,1980.0,201.0,1977,6,12
93226,1,1977-06-13,1900.0,201.0,1977,6,13
93227,1,1977-06-14,1820.0,208.0,1977,6,14
93228,1,1977-06-15,1820.0,209.0,1977,6,15
93229,1,1977-06-16,1870.0,208.0,1977,6,16
93230,1,1977-06-17,1870.0,209.0,1977,6,17
93231,1,1977-06-18,1870.0,224.0,1977,6,18
93232,1,1977-06-19,1870.0,229.0,1977,6,19
93233,1,1977-06-20,1970.0,222.0,1977,6,20
93234,1,1977-06-21,2000.0,229.0,1977,6,21
93235,1,1977-06-22,1950.0,257.0,1977,6,22
93238,1,1977-07-11,1680.0,206.0,1977,7,11
93239,1,1977-07-12,1770.0,217.0,1977,7,12
93240,1,1977-07-13,1850.0,216.0,1977,7,13
93241,1,1977-07-14,1920.0,210.0,1977,7,14
93242,1,1977-07-15,1920.0,213.0,1977,7,15
93243,1,1977-07-16,1880.0,213.0,1977,7,16
93244,1,1977-07-17,1900.0,208.0,1977,7,17
93245,1,1977-07-18,1900.0,199.0,1977,7,18
93246,1,1977-07-19,1870.0,191.0,1977,7,19
93247,1,1977-07-20,1800.0,178.0,1977,7,20
93248,1,1977-07-21,1750.0,173.0,1977,7,21
93249,1,1977-07-22,1670.0,175.0,1977,7,22
93250,1,1977-07-23,1630.0,187.0,1977,7,23
93251,1,1977-07-24,1640.0,199.0,1977,7,24
93252,1,1977-07-25,1720.0,206.0,1977,7,25
93253,1,1977-07-26,1800.0,201.0,1977,7,26
93254,1,1977-07-27,1850.0,204.0,1977,7,27
93255,1,1977-07-28,1820.0,201.0,1977,7,28
93256,1,1977-07-29,1840.0,198.0,1977,7,29
93257,1,1977-07-30,1820.0,186.0,1977,7,30
93258,1,1977-07-31,1800.0,188.0,1977,7,31
93259,1,1977-08-01,1720.0,216.0,1977,8,1
93260,1,1977-08-02,1730.0,276.0,1977,8,2
93261,1,1977-08-03,1920.0,275.0,1977,8,3
93262,1,1977-08-04,2360.0,259.0,1977,8,4
93263,1,1977-08-05,2360.0,252.0,1977,8,5
93264,1,1977-08-06,2230.0,250.0,1977,8,6
93265,1,1977-08-07,2180.0,241.0,1977,8,7
93266,1,1977-08-08,2160.0,230.0,1977,8,8
93267,1,1977-08-09,2100.0,227.0,1977,8,9
93268,1,1977-08-10,2010.0,226.0,1977,8,10
93269,1,1977-08-11,1990.0,232.0,1977,8,11
93270,1,1977-08-12,1980.0,235.0,1977,8,12
93271,1,1977-08-13,2030.0,226.0,1977,8,13
93272,1,1977-08-14,2050.0,205.0,1977,8,14
93273,1,1977-08-15,1980.0,190.0,1977,8,15
93274,1,1977-08-16,1840.0,193.0,1977,8,16
93275,1,1977-08-17,1740.0,203.0,1977,8,17
93276,1,1977-08-18,1760.0,220.0,1977,8,18
93277,1,1977-08-19,1830.0,227.0,1977,8,19
93278,1,1977-08-20,1940.0,240.0,1977,8,20
93279,1,1977-08-21,1990.0,268.0,1977,8,21
93280,1,1977-08-22,2090.0,276.0,1977,8,22
93281,1,1977-08-23,2300.0,284.0,1977,8,23
93282,1,1977-08-24,2360.0,275.0,1977,8,24
93283,1,1977-08-25,2420.0,268.0,1977,8,25
93284,1,1977-08-26,2360.0,264.0,1977,8,26
93285,1,1977-08-27,2300.0,253.0,1977,8,27
93286,1,1977-08-28,2270.0,246.0,1977,8,28
93287,1,1977-08-29,2180.0,240.0,1977,8,29
93288,1,1977-08-30,2130.0,228.0,1977,8,30
93289,1,1977-08-31,2090.0,225.0,1977,8,31
93290,1,1977-09-01,2000.0,218.0,1977,9,1
93291,1,1977-09-02,1980.0,207.0,1977,9,2
93292,1,1977-09-03,1930.0,206.0,1977,9,3
93293,1,1977-09-04,1860.0,211.0,1977,9,4
93294,1,1977-09-05,1850.0,209.0,1977,9,5
93295,1,1977-09-06,1890.0,202.0,1977,9,6
93296,1,1977-09-07,1870.0,198.0,1977,9,7
93297,1,1977-09-08,1820.0,205.0,1977,9,8
93298,1,1977-09-09,1800.0,205.0,1977,9,9
93299,1,1977-09-10,1840.0,204.0,1977,9,10
93300,1,1977-09-11,1840.0,203.0,1977,9,11
93301,1,1977-09-12,1840.0,184.0,1977,9,12
93302,1,1977-09-13,1830.0,172.0,1977,9,13
93303,1,1977-09-14,1700.0,163.0,1977,9,14
93304,1,1977-09-15,1620.0,156.0,1977,9,15
93305,1,1977-09-16,1570.0,144.0,1977,9,16
93306,1,1977-09-17,1520.0,139.0,1977,9,17
93307,1,1977-09-18,1440.0,132.0,1977,9,18
93308,1,1977-09-19,1410.0,126.0,1977,9,19
93309,1,1977-09-20,1370.0,121.0,1977,9,20
93310,1,1977-09-21,1340.0,116.0,1977,9,21
93311,1,1977-09-22,1310.0,113.0,1977,9,22
93312,1,1977-09-23,1290.0,102.0,1977,9,23
93313,1,1977-09-24,1270.0,97.0,1977,9,24
93314,1,1977-09-25,1200.0,95.0,1977,9,25
93315,1,1977-09-26,1170.0,93.0,1977,9,26
93316,1,1977-09-27,1160.0,88.0,1977,9,27
93317,1,1977-09-28,1150.0,86.0,1977,9,28
93318,1,1977-09-29,1120.0,85.0,1977,9,29
93319,1,1977-09-30,1110.0,86.0,1977,9,30
93320,1,1977-10-01,1100.0,90.0,1977,10,1
93321,1,1977-10-02,1110.0,91.0,1977,10,2
93322,1,1977-10-03,1130.0,91.0,1977,10,3
93323,1,1977-10-04,1140.0,96.0,1977,10,4
93324,1,1977-10-05,1140.0,108.0,1977,10,5
93325,1,1977-10-06,1170.0,96.0,1977,10,6
93328,1,1977-10-25,1030.0,74.0,1977,10,25
93329,1,1977-10-26,1040.0,69.0,1977,10,26
93330,1,1977-10-27,1050.0,82.0,1977,10,27
93331,1,1977-10-28,1020.0,88.0,1977,10,28
93332,1,1977-10-29,1090.0,82.0,1977,10,29
93333,1,1977-10-30,1120.0,76.0,1977,10,30
93334,1,1977-10-31,1090.0,77.0,1977,10,31
93335,1,1977-11-01,1060.0,85.0,1977,11,1
93336,1,1977-11-02,1060.0,172.0,1977,11,2
93337,1,1977-11-03,1100.0,276.0,1977,11,3
93338,1,1977-11-04,1620.0,294.0,1977,11,4
93339,1,1977-11-05,2360.0,306.0,1977,11,5
93340,1,1977-11-06,2500.0,269.0,1977,11,6
93341,1,1977-11-07,2600.0,234.0,1977,11,7
93342,1,1977-11-08,2310.0,207.0,1977,11,8
93343,1,1977-11-09,2040.0,192.0,1977,11,9
93344,1,1977-11-10,1860.0,173.0,1977,11,10
93345,1,1977-11-11,1750.0,171.0,1977,11,11
93346,1,1977-11-12,1630.0,188.0,1977,11,12
93347,1,1977-11-13,1620.0,216.0,1977,11,13
93348,1,1977-11-14,1730.0,288.0,1977,11,14
93349,1,1977-11-15,1920.0,366.0,1977,11,15
93350,1,1977-11-16,2450.0,430.0,1977,11,16
93351,1,1977-11-17,3100.0,414.0,1977,11,17
93352,1,1977-11-18,3700.0,382.0,1977,11,18
93353,1,1977-11-19,3550.0,345.0,1977,11,19
93354,1,1977-11-20,3250.0,322.0,1977,11,20
93355,1,1977-11-21,2920.0,308.0,1977,11,21
93356,1,1977-11-22,2730.0,308.0,1977,11,22
93357,1,1977-11-23,2610.0,333.0,1977,11,23
93358,1,1977-11-24,2610.0,380.0,1977,11,24
93359,1,1977-11-25,2810.0,398.0,1977,11,25
93360,1,1977-11-26,3230.0,376.0,1977,11,26
93361,1,1977-11-27,3400.0,337.0,1977,11,27
93362,1,1977-11-28,3190.0,300.0,1977,11,28
93363,1,1977-11-29,2850.0,266.0,1977,11,29
93364,1,1977-11-30,2550.0,239.0,1977,11,30
93365,1,1977-12-01,2290.0,221.0,1977,12,1
93366,1,1977-12-02,2080.0,204.0,1977,12,2
93367,1,1977-12-03,1950.0,190.0,1977,12,3
93368,1,1977-12-04,1840.0,177.0,1977,12,4
93369,1,1977-12-05,1740.0,164.0,1977,12,5
93370,1,1977-12-06,1660.0,164.0,1977,12,6
93371,1,1977-12-07,1570.0,190.0,1977,12,7
93372,1,1977-12-08,1570.0,225.0,1977,12,8
93373,1,1977-12-09,1740.0,236.0,1977,12,9
93374,1,1977-12-10,1980.0,254.0,1977,12,10
93375,1,1977-12-11,2060.0,274.0,1977,12,11
93376,1,1977-12-12,2190.0,310.0,1977,12,12
93377,1,1977-12-13,2350.0,319.0,1977,12,13
93378,1,1977-12-14,2630.0,310.0,1977,12,14
93379,1,1977-12-15,2700.0,292.0,1977,12,15
93380,1,1977-12-16,2630.0,269.0,1977,12,16
93381,1,1977-12-17,2490.0,250.0,1977,12,17
93382,1,1977-12-18,2310.0,229.0,1977,12,18
93383,1,1977-12-19,2160.0,214.0,1977,12,19
93384,1,1977-12-20,2000.0,203.0,1977,12,20
93385,1,1977-12-21,1900.0,187.0,1977,12,21
93386,1,1977-12-22,1830.0,181.0,1977,12,22
93387,1,1977-12-23,1720.0,185.0,1977,12,23
93388,1,1977-12-24,1690.0,200.0,1977,12,24
93389,1,1977-12-25,1710.0,270.0,1977,12,25
93390,1,1977-12-26,1810.0,336.0,1977,12,26
93391,1,1977-12-27,2320.0,360.0,1977,12,27
93392,1,1977-12-28,2840.0,391.0,1977,12,28
93393,1,1977-12-29,3050.0,398.0,1977,12,29
93394,1,1977-12-30,3330.0,395.0,1977,12,30
93395,1,1977-12-31,3400.0,380.0,1977,12,31
93396,1,1978-01-01,3370.0,347.0,1978,1,1
93397,1,1978-01-02,3230.0,323.0,1978,1,2
93398,1,1978-01-03,2930.0,309.0,1978,1,3
93399,1,1978-01-04,2730.0,300.0,1978,1,4
93400,1,1978-01-05,2620.0,290.0,1978,1,5
93401,1,1978-01-06,2550.0,264.0,1978,1,6
93402,1,1978-01-07,2470.0,244.0,1978,1,7
93403,1,1978-01-08,2270.0,233.0,1978,1,8
93404,1,1978-01-09,2120.0,225.0,1978,1,9
93405,1,1978-01-10,2030.0,239.0,1978,1,10
93406,1,1978-01-11,1980.0,262.0,1978,1,11
93407,1,1978-01-12,2080.0,249.0,1978,1,12
93408,1,1978-01-13,2260.0,228.0,1978,1,13
93409,1,1978-01-14,2150.0,215.0,1978,1,14
93410,1,1978-01-15,2000.0,196.0,1978,1,15
93411,1,1978-01-16,1910.0,186.0,1978,1,16
93412,1,1978-01-17,1780.0,180.0,1978,1,17
93413,1,1978-01-18,1720.0,173.0,1978,1,18
93414,1,1978-01-19,1680.0,167.0,1978,1,19
93415,1,1978-01-20,1630.0,164.0,1978,1,20
93418,1,1978-02-08,2550.0,263.0,1978,2,8
93419,1,1978-02-09,2390.0,248.0,1978,2,9
93420,1,1978-02-10,2260.0,229.0,1978,2,10
93421,1,1978-02-11,2150.0,216.0,1978,2,11
93422,1,1978-02-12,2000.0,204.0,1978,2,12
93423,1,1978-02-13,1920.0,192.0,1978,2,13
93424,1,1978-02-14,1840.0,180.0,1978,2,14
93425,1,1978-02-15,1750.0,165.0,1978,2,15
93426,1,1978-02-16,1680.0,159.0,1978,2,16
93427,1,1978-02-17,1580.0,157.0,1978,2,17
93428,1,1978-02-18,1540.0,176.0,1978,2,18
93429,1,1978-02-19,1530.0,203.0,1978,2,19
93430,1,1978-02-20,1650.0,216.0,1978,2,20
93431,1,1978-02-21,1830.0,234.0,1978,2,21
93432,1,1978-02-22,1920.0,254.0,1978,2,22
93433,1,1978-02-23,2040.0,320.0,1978,2,23
